examine,id,members,lowalch,limit,value,highalch,icon,name
3 doses of antivenom potion.,12907,true,132,2000,330,198,Anti-venom(3).png,Anti-venom(3)
4 doses of antivenom potion.,12905,true,176,2000,440,264,Anti-venom(4).png,Anti-venom(4)
1 dose of super antivenom potion.,12919,true,44,2000,111,66,Anti-venom+(1).png,Anti-venom+(1)
2 doses of super antivenom potion.,12917,true,88,2000,222,133,Anti-venom+(2).png,Anti-venom+(2)
3 doses of super antivenom potion.,12915,true,133,2000,333,199,Anti-venom+(3).png,Anti-venom+(3)
4 doses of super antivenom potion.,12913,true,177,2000,444,266,Anti-venom+(4).png,Anti-venom+(4)
One dose of fishy extra strength antidote potion.,11503,true,57,2000,144,86,Antidote+ mix(1).png,Antidote+ mix(1)
Two doses of fishy extra strength antidote potion.,11501,true,86,2000,216,129,Antidote+ mix(2).png,Antidote+ mix(2)
1 dose of extra strong antipoison potion.,5949,true,57,4000,144,86,Antidote+(1).png,Antidote+(1)
2 doses of extra strong antipoison potion.,5947,true,86,4000,216,129,Antidote+(2).png,Antidote+(2)
3 doses of extra strong antipoison potion.,5945,true,115,4000,288,172,Antidote+(3).png,Antidote+(3)
4 doses of extra strong antipoison potion.,5943,true,144,4000,360,216,Antidote+(4).png,Antidote+(4)
1 dose of super strong antipoison potion.,5958,true,57,4000,144,86,Antidote++(1).png,Antidote++(1)
2 doses of super strong antipoison potion.,5956,true,86,4000,216,129,Antidote++(2).png,Antidote++(2)
3 doses of super strong antipoison potion.,5954,true,115,4000,288,172,Antidote++(3).png,Antidote++(3)
4 doses of super strong antipoison potion.,5952,true,144,4000,360,216,Antidote++(4).png,Antidote++(4)
One dose of fishy anti-firebreath potion.,11507,true,52,2000,132,79,Antifire mix(1).png,Antifire mix(1)
Two doses of fishy anti-firebreath potion.,11505,true,79,2000,198,118,Antifire mix(2).png,Antifire mix(2)
1 dose of anti-firebreath potion.,2458,true,52,2000,132,79,Antifire potion(1).png,Antifire potion(1)
2 doses of anti-firebreath potion.,2456,true,79,2000,198,118,Antifire potion(2).png,Antifire potion(2)
3 doses of anti-firebreath potion.,2454,true,105,2000,264,158,Antifire potion(3).png,Antifire potion(3)
4 doses of anti-firebreath potion.,2452,true,132,2000,330,198,Antifire potion(4).png,Antifire potion(4)
One dose of fishy antipoison potion.,11435,true,57,2000,144,86,Antipoison mix(1).png,Antipoison mix(1)
Two doses of fishy antipoison potion.,11433,true,86,2000,216,129,Antipoison mix(2).png,Antipoison mix(2)
1 dose of antipoison potion.,179,false,57,2000,144,86,Antipoison(1).png,Antipoison(1)
2 doses of antipoison potion.,177,false,86,2000,216,129,Antipoison(2).png,Antipoison(2)
3 doses of antipoison potion.,175,false,115,2000,288,172,Antipoison(3).png,Antipoison(3)
4 doses of antipoison potion.,2446,false,144,2000,360,216,Antipoison(4).png,Antipoison(4)
A teleport to Ape Atoll.,19631,true,1,10000,1,1,Ape atoll teleport (tablet).png,Ape atoll teleport (tablet)
A bucket of apple mush.,5992,true,5,11000,13,7,Apple mush.png,Apple mush
Mmm Apple pie.,2323,false,12,10000,30,18,Apple pie.png,Apple pie
This sapling is ready to be replanted in a fruit tree patch.,5496,true,1,200,1,1,Apple sapling.png,Apple sapling
Plant in a plantpot of soil to grow a sapling.,5283,true,5,200,13,7,Apple tree seed 5.png,Apple tree seed
A fruit basket filled with apples.,5386,true,1,600,1,1,Apples(5).png,Apples(5)
An apprentice level wand.,6910,true,600,125,1500,900,Apprentice wand.png,Apprentice wand
Scrawled words that can invoke the power of the gods.,21079,true,32000,5,80000,48000,Arcane prayer scroll.png,Arcane prayer scroll
A sigil in the shape of an arcane symbol.,12827,true,300000,5,750000,450000,Arcane sigil.png,Arcane sigil
An ethereal shield with an arcane sigil attached to it.,12825,true,800000,8,2000000,1200000,Arcane spirit shield.png,Arcane spirit shield
An ancient banner baring the mark of the Arceuus Elders.,20251,true,28,4,70,42,Arceuus banner.png,Arceuus banner
A rare hood from Arceuus.,20113,true,1,4,1,1,Arceuus hood.png,Arceuus hood
A teleport to the Arceuus Library,19613,true,1,10000,1,1,Arceuus library teleport (tablet).png,Arceuus library teleport (tablet)
A blue scarf adorned with a dark crystal.,19943,true,4000,4,10000,6000,Arceuus scarf.png,Arceuus scarf
This helmet is worn by archers.,3749,true,24000,70,60000,36000,Archer helm.png,Archer helm
A fabled ring that improves the wearer's skill with a bow...,6733,true,4000,8,10000,6000,Archers ring.png,Archers ring
I can exchange this for equipment.,1464,true,10,18000,25,15,Archery ticket.png,Archery ticket
Log cut from an arctic pine.,10810,true,14,11000,35,21,Arctic pine logs.png,Arctic pine logs
Arctic pine logs prepared with sacred oil for a funeral pyre.,10808,true,80,11000,200,120,Arctic pyre logs.png,Arctic pyre logs
A teleport to East Ardougne.,8011,true,1,10000,1,1,Ardougne teleport (tablet).png,Ardougne teleport (tablet)
A book about the Training Arena.,6891,true,1,15,1,1,Arena book.png,Arena book
Armadyl blessed dragonhide vambraces.,12506,true,1600,8,4000,2400,Armadyl bracers.png,Armadyl bracers
A chainskirt of great craftsmanship.,11830,true,115960,8,289900,173940,Armadyl chainskirt.png,Armadyl chainskirt
Armadyl blessed dragonhide chaps.,12510,true,2400,8,6000,3600,Armadyl chaps.png,Armadyl chaps
Armour of great craftsmanship.,11828,true,116000,8,290000,174000,Armadyl chestplate.png,Armadyl chestplate
An Armadyl cloak.,12261,true,800,8,2000,1200,Armadyl cloak.png,Armadyl cloak
Armadyl blessed dragonhide coif.,12512,true,800,8,2000,1200,Armadyl coif.png,Armadyl coif
A weapon originally developed for Armadyl's forces.,11785,true,396000,8,990000,594000,Armadyl crossbow.png,Armadyl crossbow
An Armadyl crozier.,12263,true,2000,8,5000,3000,Armadyl crozier.png,Armadyl crozier
Armadyl blessed dragonhide body armour.,12508,true,5200,8,13000,7800,Armadyl d'hide body.png,Armadyl d'hide body
Armadyl blessed dragonhide boots.,19930,true,3720,8,9300,5580,Armadyl d'hide boots.png,Armadyl d'hide boots
Armadyl blessed wooden shield covered in dragon leather.,23200,true,11333,8,28334,17000,Armadyl d'hide shield.png,Armadyl d'hide shield
"A set containing an Armadyl dragonhide coif, body, chaps and bracers.",13169,true,3800,8,9500,5700,Armadyl dragonhide set.png,Armadyl dragonhide set
Rune full helmet in the colours of Armadyl.,12476,false,14080,8,35200,21120,Armadyl full helm.png,Armadyl full helm
"A beautiful, heavy sword.",11802,true,500000,8,1250000,750000,Armadyl godsword.png,Armadyl godsword
Use on an Armadyl godsword to make it look fancier!,20068,true,2000,4,5000,3000,Armadyl godsword ornament kit.png,Armadyl godsword ornament kit
A helmet of great craftsmanship.,11826,true,115600,8,289000,173400,Armadyl helmet.png,Armadyl helmet
Brimming with potential.,11810,true,200000,10000,500000,300000,Armadyl hilt.png,Armadyl hilt
Rune kiteshield in the colours of Armadyl.,12478,false,21760,8,54400,32640,Armadyl kiteshield.png,Armadyl kiteshield
An Armadyl mitre.,12259,true,2000,8,5000,3000,Armadyl mitre.png,Armadyl mitre
This seems to have been torn from a book...,12617,true,160,5,400,240,Armadyl page 1.png,Armadyl page 1
This seems to have been torn from a book...,12618,true,160,5,400,240,Armadyl page 2.png,Armadyl page 2
This seems to have been torn from a book...,12619,true,160,5,400,240,Armadyl page 3.png,Armadyl page 3
This seems to have been torn from a book...,12620,true,160,5,400,240,Armadyl page 4.png,Armadyl page 4
Rune platebody in the colours of Armadyl.,12470,false,26000,8,65000,39000,Armadyl platebody.png,Armadyl platebody
Rune platelegs in the colours of Armadyl.,12472,false,25600,8,64000,38400,Armadyl platelegs.png,Armadyl platelegs
Rune plateskirt in the colours of Armadyl.,12474,false,25600,8,64000,38400,Armadyl plateskirt.png,Armadyl plateskirt
Leggings from the Armadyl Vestments.,12255,true,2800,8,7000,4200,Armadyl robe legs.png,Armadyl robe legs
Armadyl Vestments.,12253,true,2800,8,7000,4200,Armadyl robe top.png,Armadyl robe top
"A set containing a full helm, platebody, legs and kiteshield.",13052,false,32000,8,80000,48000,Armadyl rune armour set (lg).png,Armadyl rune armour set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",13054,false,32000,8,80000,48000,Armadyl rune armour set (sk).png,Armadyl rune armour set (sk)
An Armadyl stole.,12257,true,1000,8,2500,1500,Armadyl stole.png,Armadyl stole
High grade material.,27269,true,1,,1,1,Armadylean plate.png,Armadylean plate
A wooden arrow shaft.,52,true,1,7000,1,1,Arrow shaft 5.png,Arrow shaft
Probably the finest ale in Asgarnia.,1905,false,1,2000,2,1,Asgarnian ale.png,Asgarnian ale
How does it all fit in there?,8520,true,4,500,10,6,Asgarnian ale (flatpack).png,Asgarnian ale (flatpack)
This keg contains 4 pints of Asgarnian Ale.,5785,true,1,2000,1,1,Asgarnian ale(4).png,Asgarnian ale(4)
This looks a good deal stronger than normal Asgarnian Ale.,5739,true,1,2000,2,1,Asgarnian ale(m).png,Asgarnian ale(m)
This keg contains 4 pints of mature Asgarnian Ale.,5865,true,1,2000,1,1,Asgarnian ale(m4).png,Asgarnian ale(m4)
A handful of Asgarnian Hops.,5996,true,2,11000,5,3,Asgarnian hops.png,Asgarnian hops
An Asgarnian hop seed - plant in a hops patch.,5308,true,1,2000,3,1,Asgarnian seed 5.png,Asgarnian seed
A heap of ashes.,592,false,1,13000,2,1,Ashes.png,Ashes
A posy of flowers.,2460,true,40,150,100,60,Assorted flowers.png,Assorted flowers
Used for Lunar spells.,9075,true,20,10000,50,30,Astral rune.png,Astral rune
The remains of a deadly shade.,3402,true,1,7500,1,1,Asyn remains.png,Asyn remains
One dose of fishy Attack potion.,11431,true,2,2000,6,3,Attack mix(1).png,Attack mix(1)
Two doses of fishy Attack potion.,11429,true,3,2000,9,5,Attack mix(2).png,Attack mix(2)
1 dose of Attack potion.,125,true,2,2000,6,3,Attack potion(1).png,Attack potion(1)
2 doses of Attack potion.,123,true,3,2000,9,5,Attack potion(2).png,Attack potion(2)
3 doses of Attack potion.,121,true,4,2000,12,7,Attack potion(3).png,Attack potion(3)
4 doses of Attack potion.,2428,true,6,2000,15,9,Attack potion(4).png,Attack potion(4)
A useful herb.,261,true,19,13000,48,28,Avantoe.png,Avantoe
I need another ingredient to finish this Avantoe potion.,103,true,19,10000,48,28,Avantoe potion (unf).png,Avantoe potion (unf)
An avantoe seed - plant in a herb patch.,5298,true,3,200,8,4,Avantoe seed 5.png,Avantoe seed
Perhaps this could be used to create a defensive weapon.,22477,true,1000000,8,2500000,1500000,Avernic defender hilt.png,Avernic defender hilt
This might help me chop harder.,5751,true,1,2000,2,1,Axeman's folly.png,Axeman's folly
This keg contains 4 pints of Axeman's Folly.,5825,true,1,2000,1,1,Axeman's folly(4).png,Axeman's folly(4)
This looks a good deal stronger than normal Axeman's Folly.,5753,true,1,2000,2,1,Axeman's folly(m).png,Axeman's folly(m)
This keg contains 4 pints of mature Axeman's Folly.,5905,true,1,2000,1,1,Axeman's folly(m4).png,Axeman's folly(m4)
Baby impling in a jar. That's a bit cruel.,11238,true,20,18000,50,30,Baby impling jar.png,Baby impling jar
Ew it's a pile of bones.,534,true,1,3000,1,1,Babydragon bones.png,Babydragon bones
A bag of salt.,4161,true,4,8000,10,6,Bag of salt.png,Bag of salt
You can plant this in your garden.,8455,true,6000,10000,15000,9000,Bagged bluebells.png,Bagged bluebells
You can plant this in your garden.,8453,true,4000,10000,10000,6000,Bagged daffodils.png,Bagged daffodils
You can plant this in your garden.,8417,true,400,10000,1000,600,Bagged dead tree.png,Bagged dead tree
You can plant this in your garden.,8451,true,2000,10000,5000,3000,Bagged flower.png,Bagged flower
You can plant this in your garden.,8429,true,20000,10000,50000,30000,Bagged magic tree.png,Bagged magic tree
You can plant this in your garden.,8425,true,6000,10000,15000,9000,Bagged maple tree.png,Bagged maple tree
You can plant this in your garden.,8459,true,4000,10000,10000,6000,Bagged marigolds.png,Bagged marigolds
You can plant this in your garden.,8419,true,800,10000,2000,1200,Bagged nice tree.png,Bagged nice tree
You can plant this in your garden.,8421,true,2000,10000,5000,3000,Bagged oak tree.png,Bagged oak tree
You can plant this in your garden.,8431,true,400,10000,1000,600,Bagged plant 1.png,Bagged plant 1
You can plant this in your garden.,8433,true,2000,10000,5000,3000,Bagged plant 2.png,Bagged plant 2
You can plant this in your garden.,8435,true,4000,10000,10000,6000,Bagged plant 3.png,Bagged plant 3
You can plant this in your garden.,8461,true,6000,10000,15000,9000,Bagged roses.png,Bagged roses
You can plant this in your garden.,8457,true,2000,10000,5000,3000,Bagged sunflower.png,Bagged sunflower
You can plant this in your garden.,8423,true,4000,10000,10000,6000,Bagged willow tree.png,Bagged willow tree
You can plant this in your garden.,8427,true,8000,10000,20000,12000,Bagged yew tree.png,Bagged yew tree
It'd taste even better with some toppings.,6701,true,1,13000,4,2,Baked potato.png,Baked potato
Spun from sheeps' wool.,1759,false,1,13000,2,1,Ball of wool.png,Ball of wool
Sturdy struts.,19592,true,20000,8,50000,30000,Ballista limbs.png,Ballista limbs
A spring-loaded mechanism.,19601,true,20000,8,50000,30000,Ballista spring.png,Ballista spring
Mmm this looks tasty.,1963,false,1,13000,2,1,Banana.png,Banana
This sapling is ready to be replanted in a fruit tree patch.,5497,true,1,200,1,1,Banana sapling.png,Banana sapling
It's a bowl full of mushy banana.,4016,true,120,6000,300,180,Banana stew.png,Banana stew
Plant in a plantpot of soil to grow a sapling.,5284,true,8,200,20,12,Banana tree seed 5.png,Banana tree seed
A fruit basket filled with bananas.,5416,true,1,600,1,1,Bananas(5).png,Bananas(5)
Essential pirate wear.,8926,true,40,150,100,60,Bandana eyepatch (blue).png,Bandana eyepatch (blue)
Essential pirate wear.,8927,true,40,150,100,60,Bandana eyepatch (brown).png,Bandana eyepatch (brown)
Essential pirate wear.,8925,true,40,150,100,60,Bandana eyepatch (red).png,Bandana eyepatch (red)
Essential pirate wear.,8924,true,40,150,100,60,Bandana eyepatch (white).png,Bandana eyepatch (white)
A cheeky little lager.,4627,true,200,2000,500,300,Bandit's brew.png,Bandit's brew
Some sturdy boots.,11836,true,115604,8,289010,173406,Bandos boots.png,Bandos boots
Bandos blessed dragonhide vambraces.,12498,true,1600,8,4000,2400,Bandos bracers.png,Bandos bracers
Bandos blessed dragonhide chaps.,12502,true,2400,8,6000,3600,Bandos chaps.png,Bandos chaps
A sturdy chestplate.,11832,true,116004,8,290010,174006,Bandos chestplate.png,Bandos chestplate
A Bandos cloak.,12273,true,800,8,2000,1200,Bandos cloak.png,Bandos cloak
Bandos blessed dragonhide coif.,12504,true,800,8,2000,1200,Bandos coif.png,Bandos coif
A Bandos crozier.,12275,true,2000,8,5000,3000,Bandos crozier.png,Bandos crozier
Bandos blessed dragonhide body armour.,12500,true,5200,8,13000,7800,Bandos d'hide body.png,Bandos d'hide body
Bandos blessed dragonhide boots.,19924,true,3720,8,9300,5580,Bandos d'hide boots.png,Bandos d'hide boots
Bandos blessed wooden shield covered in dragon leather.,23203,true,11333,8,28334,17000,Bandos d'hide shield.png,Bandos d'hide shield
"A set containing a Bandos dragonhide coif, body, chaps and bracers.",13167,true,3800,8,9500,5700,Bandos dragonhide set.png,Bandos dragonhide set
Rune full helmet in the colours of Bandos.,12486,false,14080,8,35200,21120,Bandos full helm.png,Bandos full helm
A brutally heavy sword.,11804,true,500000,8,1250000,750000,Bandos godsword.png,Bandos godsword
Use on a Bandos godsword to make it look fancier!,20071,true,2000,4,5000,3000,Bandos godsword ornament kit.png,Bandos godsword ornament kit
Brimming with potential.,11812,true,200000,10000,500000,300000,Bandos hilt.png,Bandos hilt
Rune kiteshield in the colours of Bandos.,12488,false,21760,8,54400,32640,Bandos kiteshield.png,Bandos kiteshield
A Bandos mitre.,12271,true,2000,8,5000,3000,Bandos mitre.png,Bandos mitre
This seems to have been torn from a book...,12613,true,160,5,400,240,Bandos page 1.png,Bandos page 1
This seems to have been torn from a book...,12614,true,160,5,400,240,Bandos page 2.png,Bandos page 2
This seems to have been torn from a book...,12615,true,160,5,400,240,Bandos page 3.png,Bandos page 3
This seems to have been torn from a book...,12616,true,160,5,400,240,Bandos page 4.png,Bandos page 4
Rune platebody in the colours of Bandos.,12480,false,26000,8,65000,39000,Bandos platebody.png,Bandos platebody
